"","V1","V2"
"96",14.8694446369797,10.3222407334819
"97",14.8689172130727,10.3451304042012
"98",14.8678017065915,10.3632094719751
"99",14.8683590422353,10.3757006025603
"100",14.8681067617656,10.3899995810844
"101",14.8773732070623,10.4043247665585
"102",14.881379005138,10.4092442743441
"103",14.8842836023757,10.4162616901673
"104",14.8838232155763,10.4277074476516
"105",14.8745944794898,10.4373920053178
"106",14.8578541203008,10.4497770042822
"107",14.8364682853127,10.4610261970251
"108",14.8215806135352,10.4698432841462
"109",14.8068129286983,10.483840049659
"110",14.7927662540686,10.5036022589678
"111",14.782978139782,10.530493091648
"112",14.7725807990848,10.5592281513756
"113",14.767609944502,10.5813838961999
"114",14.7611006380126,10.5978905883635
"115",14.7536306815765,10.6102405723129
"116",14.7441391292238,10.6196019031875
"117",14.738169348717,10.6140732252062
"118",14.7273703748244,10.6051493550027
"119",14.7182281699226,10.5921360522904
"120",14.7054793272862,10.574083014992
"121",14.705794745261,10.5578644377126
"122",14.7063335054361,10.5435049393837
"123",14.7098213545641,10.5355205637551
"124",14.7185898427962,10.5288309745833
"125",14.7241537656113,10.5302046681267
"126",14.7291017537382,10.5347585684937
"127",14.7292025968999,10.546926517947
"128",14.7366108459981,10.5586258942119
"129",14.7383767582528,10.5712039487591
"130",14.7426521740787,10.5819285419267
"131",14.7433561665324,10.5900218754687
"132",14.7494212741079,10.6014275184071
"133",14.7499056391434,10.6110184649515
"134",14.736465267228,10.6190305056804
"135",14.7254780819561,10.6209782002925
"136",14.7250236824814,10.6196683919585
"137",14.739210628213,10.6147048736752
"138",14.745640594209,10.6128935521713
"139",14.7453215495899,10.6152369161205
"140",14.741290947325,10.6161588959663
"141",14.7515541504942,10.6148967195827
"142",14.7641472912978,10.6044309288615
"143",14.773899489221,10.5952223799872
"144",14.7905793416155,10.5855346183923
"145",14.8065276132213,10.5786196805832
"146",14.8155604410389,10.573096824045
"147",14.8265717229741,10.5635793792358
"148",14.8378171024523,10.5535652822497
"149",14.8442169562132,10.5434197493419
"150",14.8454035249071,10.5273573784681
"151",14.8403103923435,10.5118423142551
"152",14.8335332602074,10.4918410961404
"153",14.8214045922685,10.4677068009404
"154",14.8004894474814,10.4436011052612
"155",14.7768755710349,10.4287431523992
"156",14.7477012015702,10.4179551322971
"157",14.7240803539918,10.4119913285388
"158",14.7105828876653,10.4107164762129
"159",14.6913132651144,10.4131055575514
"160",14.6651059413172,10.4152679285776
"161",14.6384893284682,10.4154577954412
"162",14.6180653973358,10.4172180158849
"163",14.5986799649946,10.4165016610117
"164",14.5949116158113,10.4141913621013
"165",14.5941132232915,10.4038422840168
"166",14.5945375029556,10.3938966725979
"167",14.600370949847,10.3842444947765
"168",14.6069561461947,10.3815747732471
"169",14.6093880875197,10.3784935530914
"170",14.6068362169798,10.375817382499
"171",14.5969401296127,10.3703006613782
"172",14.5914307885243,10.3656406427719
"173",14.5847873026142,10.3705068468657
"174",14.5788672083062,10.3762023496873
"175",14.5776721655139,10.3827198258232
"176",14.5797852861465,10.3933203332973
"177",14.5823388985586,10.4039378235304
"178",14.5740323598606,10.398521303894
"179",14.5626775669124,10.3888835309598
"180",14.5513886795496,10.3701552209056
"181",14.5446604542647,10.3507111078547
"182",14.5466265983751,10.3351454345838
"183",14.5475864989139,10.3260283497619
"184",14.5352312900352,10.306993262599
"185",14.5236718795444,10.2920581727584
"186",14.515615776801,10.2837507343395
"187",14.5041733820015,10.2709024406648
"188",14.4972411869668,10.2504570393994
"189",14.4876823682604,10.223764031271
"190",14.4799049031388,10.1890230909598
"191",14.4655469891001,10.1575560869112
"192",14.4491564830303,10.1300967190334
"193",14.4408305628412,10.1011727437306
"194",14.4430905984971,10.0820549298756
"195",14.4432218540763,10.0673288921225
"196",14.4446603639247,10.0562557679744
"197",14.4465548432566,10.0532261630696
"198",14.4487958973858,10.0569825529485
"199",14.4543101483113,10.063306025077
"200",14.4610596013428,10.0711548109753
"201",14.4615574765451,10.0803969814626
"202",14.4611888142583,10.0938965498111
"203",14.457027705324,10.0989325866977
"204",14.4598853212185,10.1020914481445
"205",14.4631329431025,10.105783974087
"206",14.4697622737805,10.1030781714989
"207",14.4826132333424,10.1024918703582
"208",14.4921779623452,10.1038116869375
"209",14.5054692023126,10.1099741495497
"210",14.5133671303236,10.1203727623756
"211",14.5160939585079,10.1311161907338
"212",14.510156548901,10.1444388678602
"213",14.5023218135833,10.1634283478294
"214",14.4997941255243,10.1838840433547
"215",14.492115500675,10.2050406840231
"216",14.4873733662974,10.2200633908923
"217",14.4889201388967,10.2285164640762
"218",14.4938480479978,10.224551111321
"219",14.4998672045134,10.2116298244812
"220",14.5080888732259,10.1953790800867
"221",14.5185514120073,10.1830489808738
"222",14.5326216205512,10.1719409257587
"223",14.5426176954044,10.1653260234212
"224",14.5517117373475,10.1505723077788
"225",14.5569052472071,10.1335432585659
"226",14.5662838716942,10.1199876776693
"227",14.5715577108163,10.11610021128
"228",14.5815535259467,10.1099709895635
"229",14.5928637436187,10.093552483321
"230",14.6044537788167,10.0780774482421
"231",14.6175583713388,10.0696316583559
"232",14.6353437147307,10.0608006769789
"233",14.6434553378291,10.0480887765837
"234",14.6342276133762,10.0339611989353
"235",14.6257292077144,10.0258216084088
"236",14.6124984967604,10.0179975067634
"237",14.6089983753757,10.0160561011489
"238",14.6126138211504,10.0201181574991
"239",14.6210108187532,10.0308809110171
"240",14.6280142117105,10.048286116905
"241",14.6290920392768,10.0724722382319
"242",14.6290536396145,10.1015160135177
"243",14.6208763868078,10.1356579926548
"244",14.6070538373691,10.1754099820426
"245",14.5955707885304,10.2113498488783
"246",14.5865420314345,10.2392028302938
"247",14.5854640279405,10.2593646254272
"248",14.5786097233229,10.2714782299869
"249",14.5693517163172,10.2748012837715
"250",14.560069153062,10.2666484373386
"251",14.5551554474523,10.250343574237
"252",14.5532183693224,10.2380197486129
"253",14.5440465313565,10.2222716794948
"254",14.5324727865239,10.2035558305257
"255",14.5094624682528,10.1830356798879
"256",14.4926696114147,10.1679488270182
"257",14.4871867279578,10.1572721123164
"258",14.4871140506655,10.1537873394408
"259",14.4923539655746,10.145697098419
"260",14.4959639363226,10.1338994100876
"261",14.4905056400317,10.1150149388384
"262",14.4734647710979,10.0932287006803
"263",14.4676382955959,10.0714734743986
"264",14.4766253939782,10.047355324074
"265",14.4933482728389,10.0213515554922
"266",14.5030862222101,9.99018659663323
"267",14.5084453811171,9.95423143133651
"268",14.5165282908641,9.91554008251902
"269",14.5267200541258,9.88295378466007
"270",14.5332857467183,9.85465919782035
"271",14.5269160229783,9.83292311120181
"272",14.5172407203589,9.81217483441359
"273",14.5130344969847,9.7923958923323
"274",14.5060218266929,9.77593553285549
"275",14.5089619070681,9.75642539512481
"276",14.5175353911533,9.73651597566402
"277",14.5263339766063,9.71710390214259
"278",14.5292071740223,9.70540277432302
"279",14.5255443677526,9.69959980718333
"280",14.5160507871007,9.69620268346541
"281",14.5086161829301,9.69429562365371
"282",14.511370708307,9.6886529521405
"283",14.5204584963392,9.67871010247298
"284",14.5208691665395,9.66499005267145
"285",14.5204001040744,9.65341181774586
"286",14.5213631502824,9.65756515856606
"287",14.5252991318186,9.66774247117417
"288",14.530864128282,9.67510101252205
"289",14.5255553751422,9.68498707800747
"290",14.5255840568623,9.69373385539568
"291",14.5250089887146,9.69835467223379
"292",14.5250460315352,9.69749221473097
"293",14.5180827480745,9.68943582561782
"294",14.5129440717017,9.67400555491125
"295",14.5162996111317,9.65131678246716
"296",14.5224282644389,9.6311672208526
"297",14.5321714706221,9.60816404582234
"298",14.5497961480673,9.58754526017632
"299",14.5604529556652,9.5725552271309
"300",14.5625885216396,9.56831291067035
"301",14.5633086862081,9.559529622037
"302",14.5641898549423,9.55177912738763
"303",14.5689804020063,9.54382647648035
"304",14.5663452514274,9.53683501877777
"305",14.567561921371,9.5286497082466
"306",14.5761588077656,9.51947401012026
"307",14.5787831160279,9.50511643373171
"308",14.5772301114952,9.48318247557515
"309",14.5750558599303,9.46873795972919
"310",14.564387349926,9.45709960646784
"311",14.5516506392828,9.43719981162005
